Site;SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-10-07 09:00:00;0;62.3;46.6;41.5
2023-10-07 10:00:00;3;57.5;44.2;31.5
2023-10-07 11:00:00;0;69.1;54.0;57.6
2023-10-07 12:00:00;0;60.9;46.1;53.8
2023-10-07 13:00:00;2;57.3;45.1;52.9
2023-10-07 14:00:00;0;66.6;53.0;57.5
2023-10-07 15:00:00;0;59.1;45.6;54.0
2023-10-07 16:00:00;2;55.4;44.0;52.4
2023-10-07 17:00:00;0;66.9;53.5;57.8
2023-10-07 18:00:00;0;59.5;45.8;54.1
2023-10-07 19:00:00;2;56.3;44.9;53.0
2023-10-07 20:00:00;0;66.6;53.0;57.6
2023-10-07 21:00:00;0;59.1;45.6;54.0
2023-10-07 22:00:00;2;57.1;45.9;53.5
2023-10-07 23:00:00;0;66.2;52.2;57.1
2023-10-08 00:00:00;0;58.5;45.2;53.5
2023-10-08 01:00:00;2;57.4;46.5;53.5
2023-10-08 02:00:00;0;65.8;51.7;56.9
2023-10-08 03:00:00;0;58.2;45.0;53.3
2023-10-08 04:00:00;2;60.0;48.6;54.6
2023-10-08 05:00:00;0;65.6;50.7;56.8
2023-10-08 06:00:00;0;58.0;44.4;53.2
2023-10-08 07:00:00;2;58.2;47.0;53.9
2023-10-08 08:00:00;0;65.6;51.3;56.4
2023-10-08 09:00:00;0;58.1;44.6;40.0
2023-10-08 10:00:00;3;59.3;47.6;43.5
2023-10-08 11:00:00;0;66.6;51.0;56.4
2023-10-08 12:00:00;0;58.8;44.7;52.9
2023-10-08 13:00:00;2;59.9;48.2;54.4
2023-10-08 14:00:00;0;65.1;50.6;56.8
2023-10-08 15:00:00;0;57.8;44.4;53.2
2023-10-08 16:00:00;3;58.4;47.2;54.1
2023-10-08 17:00:00;0;65.6;51.2;56.8
2023-10-08 18:00:00;0;58.1;44.8;53.3
2023-10-08 19:00:00;2;58.4;47.4;54.0
2023-10-08 20:00:00;0;65.7;51.3;56.9
2023-10-08 21:00:00;0;58.2;44.7;53.4
2023-10-08 22:00:00;2;58.9;47.9;54.4
2023-10-08 23:00:00;0;65.7;51.2;57.1
2023-10-09 00:00:00;0;58.1;44.7;53.5
2023-10-09 01:00:00;2;57.0;46.0;53.4
2023-10-09 02:00:00;0;66.1;51.9;57.0
2023-10-09 03:00:00;0;58.5;45.1;53.4
2023-10-09 04:00:00;2;57.5;46.4;53.6
2023-10-09 05:00:00;0;66.2;52.0;57.2
2023-10-09 06:00:00;0;58.5;45.1;53.5
2023-10-09 07:00:00;2;57.1;45.8;53.4
2023-10-09 08:00:00;0;66.3;52.1;57.2
2023-10-09 09:00:00;0;58.6;45.2;53.5
2023-10-09 10:00:00;2;65.7;51.5;56.4
2023-10-09 11:00:00;0;65.9;48.7;55.7
2023-10-09 12:00:00;2;62.8;48.2;55.1
2023-10-09 13:00:00;0;69.5;51.8;57.1
2023-10-09 14:00:00;3;62.6;46.9;54.9
2023-10-09 15:00:00;1;69.0;54.0;58.5
2023-10-09 16:00:00;0;61.3;46.3;54.9
2023-10-09 17:00:00;3;69.3;55.1;59.1
2023-10-09 18:00:00;0;62.0;47.0;55.4
2023-10-09 19:00:00;3;66.3;53.6;58.0
2023-10-09 20:00:00;0;62.4;48.2;55.8
2023-10-09 21:00:00;2;63.6;51.4;56.7
2023-10-09 22:00:00;0;64.1;49.9;56.4
2023-10-09 23:00:00;2;59.8;47.9;55.1
2023-10-10 00:00:00;0;66.2;52.6;57.4
2023-10-10 01:00:00;0;58.6;45.5;53.8
2023-10-10 02:00:00;2;58.0;47.2;54.0
2023-10-10 03:00:00;0;65.9;51.8;57.2
2023-10-10 04:00:00;0;58.3;44.9;53.5
2023-10-10 05:00:00;2;56.9;45.8;53.3
2023-10-10 06:00:00;0;66.7;52.4;57.4
2023-10-10 07:00:00;0;59.0;45.4;53.7
2023-10-10 08:00:00;2;57.0;44.9;53.0
2023-10-10 09:00:00;0;69.1;52.5;58.1
2023-10-10 10:00:00;0;60.8;45.3;54.0
2023-10-10 11:00:00;2;64.9;50.7;55.9
2023-10-10 12:00:00;0;65.7;49.1;55.7
2023-10-10 13:00:00;2;61.4;47.3;54.5
2023-10-10 14:00:00;1;69.3;52.9;58.2
2023-10-10 15:00:00;1;61.4;45.9;54.9
2023-10-10 16:00:00;1;68.0;55.0;58.8
2023-10-10 17:00:00;0;60.6;46.8;54.9
2023-10-10 18:00:00;2;66.1;53.2;57.7
2023-10-10 19:00:00;0;62.8;48.2;55.7
2023-10-10 20:00:00;2;63.4;51.3;56.6
2023-10-10 21:00:00;0;64.1;50.0;56.5
2023-10-10 22:00:00;0;57.0;44.0;53.0
2023-10-10 23:00:00;6;67.2;56.9;60.5
2023-10-11 00:00:00;2;72.9;65.4;68.9
2023-10-11 01:00:00;0;64.9;54.4;63.7
2023-10-11 02:00:00;2;70.5;62.9;68.0
2023-10-11 03:00:00;0;65.2;54.8;64.2
2023-10-11 04:00:00;2;69.8;62.2;67.4
2023-10-11 05:00:00;0;65.7;55.6;64.5
2023-10-11 06:00:00;0;59.6;48.3;59.6
2023-10-11 07:00:00;0;55.3;43.3;55.4
2023-10-11 08:00:00;0;51.8;39.8;52.3
2023-10-11 09:00:00;0;48.7;37.2;50.2
2023-10-11 10:00:00;0;45.4;35.1;46.1
2023-10-11 11:00:00;1;43.6;34.8;43.7
2023-10-11 12:00:00;1;70.2;54.0;57.5
2023-10-11 13:00:00;0;61.8;45.7;53.6
2023-10-11 14:00:00;4;71.3;55.6;59.7
2023-10-11 15:00:00;0;63.8;47.6;56.1
2023-10-11 16:00:00;3;69.1;54.3;58.6
2023-10-11 17:00:00;0;63.8;47.9;55.9
2023-10-11 18:00:00;3;65.4;52.3;57.5
2023-10-11 19:00:00;0;64.4;49.5;56.7
2023-10-11 20:00:00;3;62.4;50.0;56.3
2023-10-11 21:00:00;0;65.7;51.4;57.2
2023-10-11 22:00:00;2;59.7;46.9;54.8
2023-10-11 23:00:00;1;67.1;53.9;58.1
2023-10-12 00:00:00;0;59.6;46.2;54.3
2023-10-12 01:00:00;2;64.5;52.7;57.2
2023-10-12 02:00:00;0;62.4;48.6;55.7
2023-10-12 03:00:00;0;55.6;43.0;52.2
2023-10-12 04:00:00;3;63.2;51.5;56.4
2023-10-12 05:00:00;0;62.8;48.7;55.7
2023-10-12 06:00:00;0;55.9;43.0;52.2
2023-10-12 07:00:00;2;63.9;52.0;57.1
2023-10-12 08:00:00;0;62.5;48.4;56.7
2023-10-12 09:00:00;0;55.6;42.8;52.5
2023-10-12 10:00:00;2;65.4;53.3;57.6
2023-10-12 11:00:00;0;61.5;47.6;55.1
2023-10-12 12:00:00;3;63.7;50.6;56.2
2023-10-12 13:00:00;0;66.0;49.7;56.3
2023-10-12 14:00:00;4;64.8;50.3;56.4
2023-10-12 15:00:00;0;68.5;51.1;57.7
2023-10-12 16:00:00;3;63.8;49.4;56.5
2023-10-12 17:00:00;0;66.7;52.1;57.5
2023-10-12 18:00:00;1;59.7;46.0;54.5
2023-10-12 19:00:00;1;67.4;54.7;58.5
2023-10-12 20:00:00;0;60.0;46.4;54.6
2023-10-12 21:00:00;2;65.3;53.3;57.7
2023-10-12 22:00:00;0;62.1;48.3;55.7
2023-10-12 23:00:00;0;55.4;42.9;52.1
2023-10-13 00:00:00;2;66.5;54.3;58.1
2023-10-13 01:00:00;0;60.5;47.0;54.6
2023-10-13 02:00:00;0;54.2;41.9;51.1
2023-10-13 03:00:00;2;66.6;54.2;58.1
2023-10-13 04:00:00;0;60.8;47.0;54.6
2023-10-13 05:00:00;0;54.4;41.9;51.2
2023-10-13 06:00:00;2;66.6;54.1;58.1
2023-10-13 07:00:00;0;60.9;47.0;54.7
2023-10-13 08:00:00;0;54.5;41.8;51.2
2023-10-13 09:00:00;2;68.0;53.6;57.4
2023-10-13 10:00:00;0;62.3;47.0;54.3
2023-10-13 11:00:00;2;65.7;51.5;56.3
2023-10-13 12:00:00;0;66.0;49.2;55.7
2023-10-13 13:00:00;3;62.3;48.2;55.1
2023-10-13 14:00:00;0;69.1;52.4;58.8
2023-10-13 15:00:00;3;64.8;49.9;57.2
2023-10-13 16:00:00;0;69.0;52.2;57.8
2023-10-13 17:00:00;2;62.9;48.1;55.8
2023-10-13 18:00:00;1;68.3;53.4;58.1
2023-10-13 19:00:00;0;60.6;45.9;54.6
2023-10-13 20:00:00;2;67.8;55.2;58.8
2023-10-13 21:00:00;0;60.9;47.0;55.1
2023-10-13 22:00:00;2;65.2;52.9;57.4
2023-10-13 23:00:00;0;62.3;48.3;55.4
2023-10-14 00:00:00;2;60.8;49.1;55.2
2023-10-14 01:00:00;0;65.3;51.1;56.7
2023-10-14 02:00:00;0;57.9;44.6;53.2
2023-10-14 03:00:00;2;59.7;48.5;54.7
2023-10-14 04:00:00;0;65.1;50.6;56.7
2023-10-14 05:00:00;0;57.7;44.4;53.1
2023-10-14 06:00:00;2;59.0;47.9;54.3
2023-10-14 07:00:00;0;65.0;50.8;56.7
2023-10-14 08:00:00;0;57.6;44.4;53.1
2023-10-14 09:00:00;2;58.5;47.8;54.2
2023-10-14 10:00:00;0;65.4;51.0;56.8
2023-10-14 11:00:00;0;57.9;44.7;53.2
2023-10-14 12:00:00;2;59.3;48.2;54.5
2023-10-14 13:00:00;0;65.0;50.7;56.7
2023-10-14 14:00:00;0;57.6;44.5;53.1
2023-10-14 15:00:00;2;58.7;47.6;54.2
2023-10-14 16:00:00;0;65.4;51.1;56.7
2023-10-14 17:00:00;0;57.9;44.7;53.2
2023-10-14 18:00:00;2;59.3;48.1;54.5
2023-10-14 19:00:00;0;65.2;50.8;56.8
2023-10-14 20:00:00;0;57.8;44.4;53.2
2023-10-14 21:00:00;3;59.2;47.3;54.0
2023-10-14 22:00:00;0;66.8;50.9;56.5
2023-10-14 23:00:00;0;59.0;44.4;53.0
2023-10-15 00:00:00;3;60.7;48.7;54.6
2023-10-15 01:00:00;0;64.4;50.2;39.9
2023-10-15 02:00:00;0;57.0;43.9;22.7
2023-10-15 03:00:00;5;61.6;49.0;39.7
2023-10-15 04:00:00;0;66.2;50.3;47.5
2023-10-15 05:00:00;0;58.5;44.1;22.0
2023-10-15 06:00:00;5;65.8;51.6;45.6
2023-10-15 07:00:00;0;64.9;49.0;31.9
2023-10-15 08:00:00;0;57.3;43.0;19.8
2023-10-15 09:00:00;5;68.4;53.3;52.9
2023-10-15 10:00:00;0;64.2;47.8;38.8
2023-10-15 11:00:00;0;56.9;42.3;22.4
2023-10-15 12:00:00;7;69.6;53.6;56.4
2023-10-15 13:00:00;0;62.9;46.8;55.3
2023-10-15 14:00:00;1;56.4;42.6;51.8
2023-10-15 15:00:00;1;67.2;54.5;58.3
2023-10-15 16:00:00;0;59.8;46.2;54.2
2023-10-15 17:00:00;2;55.6;43.8;52.4
2023-10-15 18:00:00;0;67.2;53.6;58.0
2023-10-15 19:00:00;0;59.8;45.9;48.8
2023-10-15 20:00:00;5;55.0;42.5;26.9
2023-10-15 21:00:00;0;70.7;54.6;49.3
2023-10-15 22:00:00;0;62.1;46.2;20.7
2023-10-15 23:00:00;20;70.6;36.4;44.9
2023-10-16 00:00:00;10;72.1;33.2;40.1
2023-10-16 01:00:00;12;71.4;28.8;38.9
2023-10-16 02:00:00;16;72.4;40.5;47.6
2023-10-16 03:00:00;13;71.8;31.5;40.0
2023-10-16 04:00:00;14;71.3;30.0;40.7
2023-10-16 05:00:00;18;72.7;38.1;47.1
2023-10-16 06:00:00;16;73.0;36.1;45.9
2023-10-16 07:00:00;16;72.6;34.5;45.8
2023-10-16 08:00:00;4;44.1;34.2;34.8
2023-10-16 09:00:00;16;53.7;37.7;40.0
2023-10-16 10:00:00;18;71.8;47.3;52.7
2023-10-16 11:00:00;12;73.1;33.2;43.4
2023-10-16 12:00:00;12;74.1;44.5;49.2
2023-10-16 13:00:00;8;74.0;31.9;40.5
2023-10-16 14:00:00;10;75.1;46.2;49.2
2023-10-16 15:00:00;7;75.2;31.3;38.4
2023-10-16 16:00:00;10;75.0;44.6;48.8
2023-10-16 17:00:00;6;73.6;32.7;38.2
2023-10-16 18:00:00;11;73.4;36.4;43.9
2023-10-16 19:00:00;8;73.6;39.8;44.4
2023-10-16 20:00:00;9;73.2;30.9;40.3
2023-10-16 21:00:00;12;73.9;42.8;46.3
2023-10-16 22:00:00;10;73.3;29.3;39.3
2023-10-16 23:00:00;13;74.1;43.0;47.9
2023-10-17 00:00:00;12;72.9;30.0;40.6
2023-10-17 01:00:00;12;72.6;30.7;41.0
2023-10-17 02:00:00;16;73.6;43.1;48.6
2023-10-17 03:00:00;13;73.1;31.1;41.6
2023-10-17 04:00:00;13;72.5;31.0;42.2
2023-10-17 05:00:00;18;73.6;39.0;48.0
2023-10-17 06:00:00;15;73.6;37.4;46.2
2023-10-17 07:00:00;14;73.7;35.3;46.0
2023-10-17 08:00:00;17;74.2;37.0;47.5
2023-10-17 09:00:00;12;74.3;42.0;48.8
2023-10-17 10:00:00;0;32.2;34.1;29.1
2023-10-17 11:00:00;15;60.0;43.6;45.2
2023-10-17 12:00:00;9;71.9;32.2;41.1
2023-10-17 13:00:00;11;72.8;39.3;46.2
2023-10-17 14:00:00;4;73.7;40.8;42.8
2023-10-17 15:00:00;9;72.9;31.1;38.6
2023-10-17 16:00:00;3;73.2;50.7;47.9
2023-10-17 17:00:00;4;72.1;28.7;35.3
2023-10-17 18:00:00;6;72.4;49.2;48.3
2023-10-17 19:00:00;6;72.0;29.0;37.0
2023-10-17 20:00:00;9;72.9;43.5;49.0
2023-10-17 21:00:00;3;70.7;41.3;41.3
2023-10-17 22:00:00;11;72.0;32.0;39.7
2023-10-17 23:00:00;8;73.1;52.1;51.0
2023-10-18 00:00:00;5;73.6;61.7;56.7
2023-10-18 01:00:00;7;71.6;27.4;35.9
2023-10-18 02:00:00;8;73.2;50.7;51.0
2023-10-18 03:00:00;8;71.4;28.3;37.3
2023-10-18 04:00:00;8;73.2;51.0;51.2
2023-10-18 05:00:00;8;72.3;28.3;36.9
2023-10-18 06:00:00;9;70.7;28.8;38.5
2023-10-18 07:00:00;9;71.5;30.5;39.7
2023-10-18 08:00:00;9;72.8;31.2;40.5
2023-10-18 09:00:00;8;72.6;30.8;40.0
2023-10-18 10:00:00;6;72.1;30.2;38.4
2023-10-18 11:00:00;4;71.7;29.5;36.7
2023-10-18 12:00:00;6;73.8;49.4;48.1
2023-10-18 13:00:00;3;72.8;28.5;36.3
2023-10-18 14:00:00;10;73.1;50.3;50.8
2023-10-18 15:00:00;3;71.2;30.7;34.1
2023-10-18 16:00:00;7;71.2;47.6;50.0
2023-10-18 17:00:00;3;70.0;35.1;34.7
2023-10-18 18:00:00;10;70.8;36.7;42.7
2023-10-18 19:00:00;3;72.0;39.0;40.0
2023-10-18 20:00:00;7;71.5;31.7;38.7
2023-10-18 21:00:00;1;71.5;52.2;48.8
2023-10-18 22:00:00;4;70.3;26.7;33.6
2023-10-18 23:00:00;5;71.7;48.9;46.7
2023-10-19 00:00:00;4;70.9;27.1;33.8
2023-10-19 01:00:00;6;69.6;27.1;34.5
2023-10-19 02:00:00;5;71.2;46.4;45.5
2023-10-19 03:00:00;4;70.5;26.7;34.4
2023-10-19 04:00:00;8;69.7;28.8;36.3
2023-10-19 05:00:00;4;71.2;45.0;44.4
2023-10-19 06:00:00;8;70.0;27.8;36.7
2023-10-19 07:00:00;7;70.8;30.2;38.2
2023-10-19 08:00:00;6;73.3;45.3;47.0
2023-10-19 09:00:00;6;72.0;29.9;37.8
2023-10-19 10:00:00;8;72.8;41.9;47.1
2023-10-19 11:00:00;1;70.0;44.8;40.4
2023-10-19 12:00:00;5;70.0;29.3;36.8
2023-10-19 13:00:00;1;70.1;54.5;49.4
2023-10-19 14:00:00;4;65.6;37.6;33.3
2023-10-19 15:00:00;4;72.0;54.9;54.1
2023-10-19 16:00:00;1;67.2;38.3;34.0
2023-10-19 17:00:00;5;70.3;50.2;50.4
2023-10-19 18:00:00;2;69.0;33.4;33.0
2023-10-19 19:00:00;7;70.0;40.8;45.0
2023-10-19 20:00:00;3;70.5;35.5;36.1
2023-10-19 21:00:00;3;67.9;35.4;39.9
2023-10-19 22:00:00;0;69.4;52.7;49.2
2023-10-19 23:00:00;2;67.0;31.7;31.9
2023-10-20 00:00:00;4;70.0;53.3;50.2
2023-10-20 01:00:00;2;68.4;30.6;31.9
2023-10-20 02:00:00;5;68.2;33.4;37.7
2023-10-20 03:00:00;1;69.8;51.4;45.5
2023-10-20 04:00:00;3;68.8;27.1;32.4
2023-10-20 05:00:00;3;67.4;26.9;32.7
2023-10-20 06:00:00;6;71.3;43.3;44.6
2023-10-20 07:00:00;3;70.2;28.1;34.6
2023-10-20 08:00:00;4;70.6;27.6;35.0
2023-10-20 09:00:00;5;72.5;49.6;48.1
2023-10-20 10:00:00;5;71.2;28.4;36.3
2023-10-20 11:00:00;8;72.3;40.5;45.8
2023-10-20 12:00:00;3;71.7;37.2;38.5
2023-10-20 13:00:00;8;71.3;30.2;37.8
2023-10-20 14:00:00;6;73.7;45.3;47.0
2023-10-20 15:00:00;4;72.1;30.0;37.2
2023-10-20 16:00:00;6;72.5;51.6;49.6
2023-10-20 17:00:00;3;71.1;28.5;34.3
2023-10-20 18:00:00;7;71.5;46.7;46.9
2023-10-20 19:00:00;4;71.5;28.8;36.0
2023-10-20 20:00:00;8;71.7;40.1;45.4
2023-10-20 21:00:00;0;68.4;51.2;46.2
2023-10-20 22:00:00;4;66.9;32.1;33.3
2023-10-20 23:00:00;1;70.8;54.6;52.0
2023-10-21 00:00:00;2;65.5;38.7;34.6
2023-10-21 01:00:00;5;68.2;30.8;36.3
2023-10-21 02:00:00;1;70.1;49.9;45.5
2023-10-21 03:00:00;3;69.0;26.6;32.8
2023-10-21 04:00:00;5;68.4;26.5;34.0
2023-10-21 05:00:00;8;71.7;46.5;47.1
2023-10-21 06:00:00;9;70.5;27.6;36.8
2023-10-21 07:00:00;7;71.0;29.5;37.9
2023-10-21 08:00:00;7;68.2;47.7;46.2
2023-10-21 09:00:00;0;29.2;45.3;25.6
2023-10-21 10:00:00;10;59.3;31.3;35.4
2023-10-21 11:00:00;6;71.3;46.0;47.0
2023-10-21 12:00:00;4;71.1;29.2;36.6
2023-10-21 13:00:00;2;68.0;29.1;33.5
2023-10-21 14:00:00;5;70.1;43.7;46.9
2023-10-21 15:00:00;2;69.3;36.0;35.8
2023-10-21 16:00:00;1;67.9;27.9;33.8
2023-10-21 17:00:00;5;68.2;38.3;43.8
2023-10-21 18:00:00;0;68.7;47.0;41.4
2023-10-21 19:00:00;2;67.8;26.2;31.3
2023-10-21 20:00:00;3;64.2;34.7;38.2
2023-10-21 21:00:00;0;67.7;52.0;56.8
2023-10-21 22:00:00;0;59.6;45.1;53.2
2023-10-21 23:00:00;3;61.0;48.0;54.2
2023-10-22 00:00:00;0;66.6;50.2;36.1
2023-10-22 01:00:00;9;65.1;33.9;29.5
2023-10-22 02:00:00;10;71.7;41.4;47.0
2023-10-22 03:00:00;5;71.5;31.6;36.0
2023-10-22 04:00:00;7;70.6;27.0;35.8
2023-10-22 05:00:00;12;71.6;40.4;46.8
2023-10-22 06:00:00;12;72.0;33.9;40.1
2023-10-22 07:00:00;8;72.1;30.9;40.2
2023-10-22 08:00:00;14;73.2;36.6;45.2
2023-10-22 09:00:00;10;72.9;37.6;44.5
2023-10-22 10:00:00;10;72.5;32.0;41.8
2023-10-22 11:00:00;13;73.3;34.9;44.1
2023-10-22 12:00:00;6;73.3;40.8;45.1
2023-10-22 13:00:00;5;72.2;30.7;38.2
2023-10-22 14:00:00;6;71.3;30.0;37.1
2023-10-22 15:00:00;5;72.4;49.4;48.1
2023-10-22 16:00:00;4;70.8;28.6;35.0
2023-10-22 17:00:00;3;70.1;28.5;34.7
2023-10-22 18:00:00;8;71.4;46.9;46.8
2023-10-22 19:00:00;7;71.5;29.0;37.2
2023-10-22 20:00:00;5;71.4;29.3;37.8
2023-10-22 21:00:00;10;72.6;44.4;45.6
2023-10-22 22:00:00;7;71.9;27.4;36.1
2023-10-22 23:00:00;8;71.3;27.6;36.6
2023-10-23 00:00:00;12;72.8;44.5;47.1
2023-10-23 01:00:00;8;72.2;28.1;37.1
2023-10-23 02:00:00;8;71.1;28.2;37.4
2023-10-23 03:00:00;11;72.3;43.1;45.9
2023-10-23 04:00:00;8;71.4;28.4;37.4
2023-10-23 05:00:00;8;71.0;28.2;37.3
2023-10-23 06:00:00;12;72.1;41.8;46.9
2023-10-23 07:00:00;9;72.5;31.5;40.1
2023-10-23 08:00:00;8;72.9;30.9;40.1
2023-10-23 09:00:00;10;73.1;43.8;47.3
2023-10-23 10:00:00;10;72.5;31.5;41.0
2023-10-23 11:00:00;8;72.5;36.4;43.2
2023-10-23 12:00:00;6;73.5;39.9;43.6
2023-10-23 13:00:00;3;71.9;30.2;36.3
2023-10-23 14:00:00;6;73.1;50.9;49.0
2023-10-23 15:00:00;4;71.3;28.0;35.0
2023-10-23 16:00:00;7;72.5;50.8;49.5
2023-10-23 17:00:00;4;71.2;28.5;34.9
2023-10-23 18:00:00;7;72.2;44.3;47.6
2023-10-23 19:00:00;5;72.1;31.8;36.5
2023-10-23 20:00:00;12;72.4;37.9;44.8
2023-10-23 21:00:00;3;71.4;40.1;40.8
2023-10-23 22:00:00;5;71.2;27.1;35.1
2023-10-23 23:00:00;9;72.7;45.6;46.1
2023-10-24 00:00:00;4;71.1;27.4;34.5
2023-10-24 01:00:00;10;70.1;31.4;38.5
2023-10-24 02:00:00;5;71.9;41.4;42.4
2023-10-24 03:00:00;5;70.8;27.3;35.0
2023-10-24 04:00:00;9;69.8;28.8;36.7
2023-10-24 05:00:00;4;71.2;44.8;44.5
2023-10-24 06:00:00;9;70.8;28.3;37.5
2023-10-24 07:00:00;8;71.6;30.2;39.1
2023-10-24 08:00:00;5;56.6;56.3;49.9
2023-10-24 09:00:00;10;43.6;51.9;38.0
2023-10-24 10:00:00;6;71.0;49.3;50.1
2023-10-24 11:00:00;7;68.8;29.7;37.9
2023-10-24 12:00:00;8;71.8;46.5;47.6
2023-10-24 13:00:00;6;70.7;29.8;37.6
2023-10-24 14:00:00;12;73.2;41.6;47.4
2023-10-24 15:00:00;5;73.9;34.1;38.0
2023-10-24 16:00:00;8;71.9;33.9;41.0
2023-10-24 17:00:00;5;72.5;40.6;43.1
2023-10-24 18:00:00;7;71.9;29.7;37.7
2023-10-24 19:00:00;9;73.3;44.7;47.7
2023-10-24 20:00:00;7;72.4;29.7;38.8
2023-10-24 21:00:00;9;72.9;45.1;48.7
2023-10-24 22:00:00;6;72.2;27.6;36.2
2023-10-24 23:00:00;11;72.8;35.3;43.2
2023-10-25 00:00:00;7;74.6;60.4;58.3
2023-10-25 01:00:00;7;71.8;27.4;36.2
2023-10-25 02:00:00;9;73.6;52.1;51.0
2023-10-25 03:00:00;8;71.5;28.0;37.2
2023-10-25 04:00:00;9;73.2;52.3;51.9
2023-10-25 05:00:00;9;72.0;28.1;37.5
2023-10-25 06:00:00;12;71.1;29.8;40.1
2023-10-25 07:00:00;10;72.2;31.6;41.4
2023-10-25 08:00:00;10;72.8;31.7;41.3
2023-10-25 09:00:00;10;72.3;31.6;41.0
2023-10-25 10:00:00;9;72.7;31.6;41.1
2023-10-25 11:00:00;7;73.3;31.4;40.1
2023-10-25 12:00:00;10;73.7;45.7;48.2
2023-10-25 13:00:00;5;72.3;30.2;37.9
2023-10-25 14:00:00;10;73.3;47.4;49.0
2023-10-25 15:00:00;6;72.3;30.1;38.3
2023-10-25 16:00:00;7;73.0;47.0;48.6
2023-10-25 17:00:00;5;71.0;30.2;37.6
2023-10-25 18:00:00;8;72.1;39.8;45.7
2023-10-25 19:00:00;4;72.4;36.4;39.1
2023-10-25 20:00:00;7;71.8;31.3;38.7
2023-10-25 21:00:00;3;72.3;45.7;45.5
2023-10-25 22:00:00;6;71.6;27.7;36.3
2023-10-25 23:00:00;8;72.7;43.9;46.1
2023-10-26 00:00:00;8;71.5;27.9;37.1
2023-10-26 01:00:00;11;71.3;31.9;40.4
2023-10-26 02:00:00;7;72.3;40.2;43.3
2023-10-26 03:00:00;8;71.2;28.1;37.4
2023-10-26 04:00:00;9;71.0;28.2;37.4
2023-10-26 05:00:00;9;72.4;44.1;46.9
2023-10-26 06:00:00;11;71.4;29.4;39.5
2023-10-26 07:00:00;8;71.9;31.1;40.3
2023-10-26 08:00:00;9;73.5;45.7;48.7
2023-10-26 09:00:00;8;72.4;31.1;40.2
2023-10-26 10:00:00;10;72.6;38.7;45.6
2023-10-26 11:00:00;5;73.3;39.0;41.7
2023-10-26 12:00:00;5;71.9;29.9;37.7
2023-10-26 13:00:00;7;73.1;47.4;48.1
2023-10-26 14:00:00;6;71.6;29.0;36.4
2023-10-26 15:00:00;5;72.3;52.1;51.5
2023-10-26 16:00:00;3;69.9;30.4;34.4
2023-10-26 17:00:00;7;71.4;45.5;47.1
2023-10-26 18:00:00;6;71.6;30.0;36.6
2023-10-26 19:00:00;10;72.2;39.3;45.6
2023-10-26 20:00:00;5;73.1;34.5;39.7
2023-10-26 21:00:00;7;71.3;28.9;37.8
2023-10-26 22:00:00;5;72.7;44.6;44.4
2023-10-26 23:00:00;5;71.6;27.1;35.5
2023-10-27 00:00:00;11;72.1;46.3;45.7
2023-10-27 01:00:00;6;71.3;27.0;35.4
2023-10-27 02:00:00;5;70.3;27.2;35.5
2023-10-27 03:00:00;10;72.0;46.4;46.2
2023-10-27 04:00:00;6;70.8;27.1;35.5
2023-10-27 05:00:00;8;70.0;27.4;36.5
2023-10-27 06:00:00;12;72.6;42.7;47.5
2023-10-27 07:00:00;7;72.1;31.0;39.7
2023-10-27 08:00:00;6;63.1;30.8;37.5
2023-10-27 09:00:00;11;72.7;44.3;47.2
2023-10-27 10:00:00;8;71.9;30.4;39.5
2023-10-27 11:00:00;11;73.7;35.2;43.5
2023-10-27 12:00:00;5;73.3;41.0;43.7
2023-10-27 13:00:00;4;72.1;29.7;37.0
2023-10-27 14:00:00;9;73.1;53.5;54.9
2023-10-27 15:00:00;2;69.8;34.4;34.8
2023-10-27 16:00:00;5;71.4;51.1;49.6
2023-10-27 17:00:00;3;70.3;31.0;34.2
2023-10-27 18:00:00;8;71.7;42.7;46.0
2023-10-27 19:00:00;6;72.3;32.1;37.4
2023-10-27 20:00:00;11;72.5;37.1;43.9
2023-10-27 21:00:00;4;72.1;41.5;42.9
2023-10-27 22:00:00;7;72.0;27.6;36.3
2023-10-27 23:00:00;4;40.4;31.8;37.3
2023-10-28 00:00:00;15;46.0;38.7;39.1
2023-10-28 01:00:00;9;70.2;48.6;50.6
2023-10-28 02:00:00;9;69.5;29.1;38.8
2023-10-28 03:00:00;11;71.3;43.3;46.6
2023-10-28 04:00:00;10;71.7;29.1;38.9
2023-10-28 05:00:00;10;71.3;29.4;39.6
2023-10-28 06:00:00;13;73.0;42.0;47.0
2023-10-28 07:00:00;10;72.7;31.9;41.5
2023-10-28 08:00:00;3;48.5;31.4;33.3
2023-10-28 09:00:00;0;28.4;30.5;28.5
2023-10-28 10:00:00;19;70.3;48.4;52.3
2023-10-28 11:00:00;9;69.5;31.9;41.3
2023-10-28 12:00:00;9;73.6;42.6;48.4
2023-10-28 13:00:00;5;73.4;34.8;38.7
2023-10-28 14:00:00;5;72.4;29.9;37.0
2023-10-28 15:00:00;8;72.1;39.3;44.4
