Site;SS21 Rue du Clos 12 (ID 3221);SS21 Rue du Clos 12 (ID 3221);SS21 Rue du Clos 12 (ID 3221);SS21 Rue du Clos 12 (ID 3221)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-02-22 17:00:00;40;79.6;52.4;56.9
2023-02-22 18:00:00;39;79.5;53.8;58.1
2023-02-22 19:00:00;40;79.5;53.7;58.1
2023-02-22 20:00:00;39;79.4;53.7;58.0
2023-02-22 21:00:00;39;79.4;53.7;58.1
2023-02-22 22:00:00;40;79.6;53.8;58.1
2023-02-22 23:00:00;17;70.8;52.4;54.3
2023-02-23 00:00:00;27;78.9;47.9;51.0
2023-02-23 01:00:00;27;79.0;47.8;50.9
2023-02-23 02:00:00;28;79.2;47.6;51.0
2023-02-23 03:00:00;35;78.2;55.5;57.3
2023-02-23 04:00:00;27;78.7;48.6;51.7
2023-02-23 05:00:00;29;79.1;48.4;51.8
2023-02-23 06:00:00;29;79.1;48.4;51.8
2023-02-23 07:00:00;58;79.5;51.2;57.3
2023-02-23 08:00:00;44;79.8;55.3;60.0
2023-02-23 09:00:00;39;79.4;55.2;59.4
2023-02-23 10:00:00;34;79.3;52.9;56.8
2023-02-23 11:00:00;20;78.9;51.0;53.3
2023-02-23 12:00:00;4;62.2;46.3;49.0
2023-02-23 13:00:00;0;49.6;37.4;45.4
2023-02-23 14:00:00;0;46.0;32.5;41.7
2023-02-23 15:00:00;52;68.4;38.9;47.3
2023-02-23 16:00:00;29;79.0;47.6;50.9
2023-02-23 17:00:00;35;79.0;49.2;53.1
2023-02-23 18:00:00;29;77.1;49.7;53.0
2023-02-23 19:00:00;32;76.9;49.7;53.3
2023-02-23 20:00:00;34;79.2;50.8;54.6
2023-02-23 21:00:00;34;78.5;51.1;54.9
2023-02-23 22:00:00;36;78.7;51.4;55.5
2023-02-23 23:00:00;17;69.2;50.8;53.7
2023-02-24 00:00:00;23;77.9;47.2;49.9
2023-02-24 01:00:00;24;78.0;47.0;49.8
2023-02-24 02:00:00;39;78.5;50.3;54.2
2023-02-24 03:00:00;22;75.4;55.2;55.0
2023-02-24 04:00:00;27;78.8;48.2;51.3
2023-02-24 05:00:00;27;78.6;47.8;50.9
2023-02-24 06:00:00;30;78.7;48.1;51.6
2023-02-24 07:00:00;60;79.1;51.5;57.7
2023-02-24 08:00:00;47;79.3;56.5;61.6
2023-02-24 09:00:00;43;79.1;56.6;61.1
2023-02-24 10:00:00;37;79.4;55.1;59.1
2023-02-24 11:00:00;20;78.8;52.0;54.4
2023-02-24 12:00:00;6;64.8;47.1;50.5
2023-02-24 13:00:00;0;48.8;37.8;46.0
2023-02-24 14:00:00;0;44.1;32.5;41.3
2023-02-24 15:00:00;13;43.6;29.8;38.9
2023-02-24 16:00:00;31;78.8;46.7;50.2
2023-02-24 17:00:00;19;78.4;47.6;49.9
2023-02-24 18:00:00;34;78.7;47.7;51.6
2023-02-24 19:00:00;29;78.6;49.0;52.2
2023-02-24 20:00:00;31;78.8;49.8;53.3
2023-02-24 21:00:00;30;78.4;50.3;53.6
2023-02-24 22:00:00;28;78.5;49.9;53.2
2023-02-24 23:00:00;12;70.0;49.4;51.3
2023-02-25 00:00:00;24;77.9;47.0;49.8
2023-02-25 01:00:00;24;78.1;47.0;49.8
2023-02-25 02:00:00;28;74.3;58.5;57.8
2023-02-25 03:00:00;26;78.0;47.3;50.4
2023-02-25 04:00:00;25;78.6;48.1;50.9
2023-02-25 05:00:00;26;78.0;47.9;51.0
2023-02-25 06:00:00;26;78.3;47.9;50.9
2023-02-25 07:00:00;55;79.1;50.9;56.8
2023-02-25 08:00:00;41;79.0;55.6;60.0
2023-02-25 09:00:00;39;78.9;54.9;59.2
2023-02-25 10:00:00;33;79.0;53.8;57.5
2023-02-25 11:00:00;32;79.0;51.4;54.9
2023-02-25 12:00:00;22;77.3;50.7;53.2
2023-02-25 13:00:00;0;53.0;43.1;49.4
2023-02-25 14:00:00;0;47.4;35.8;44.6
2023-02-25 15:00:00;0;43.3;31.4;40.4
2023-02-25 16:00:00;55;70.7;40.6;48.4
2023-02-25 17:00:00;44;78.7;50.8;55.6
2023-02-25 18:00:00;45;78.8;53.8;58.7
2023-02-25 19:00:00;44;78.8;55.7;60.5
2023-02-25 20:00:00;46;78.9;56.2;61.1
2023-02-25 21:00:00;47;79.0;56.8;62.0
2023-02-25 22:00:00;48;79.0;57.2;62.2
2023-02-25 23:00:00;24;73.8;55.6;58.7
2023-02-26 00:00:00;37;79.0;51.4;55.4
2023-02-26 01:00:00;43;79.0;51.5;56.1
2023-02-26 02:00:00;41;78.6;58.1;61.5
2023-02-26 03:00:00;40;79.5;53.6;58.0
2023-02-26 04:00:00;43;79.3;53.9;58.5
2023-02-26 05:00:00;45;79.3;54.5;59.4
2023-02-26 06:00:00;46;79.8;55.0;60.0
2023-02-26 07:00:00;72;80.0;58.9;65.9
2023-02-26 08:00:00;62;80.0;63.5;69.6
2023-02-26 09:00:00;63;80.1;63.7;70.0
2023-02-26 10:00:00;59;80.2;63.6;69.5
2023-02-26 11:00:00;51;80.1;60.8;66.0
2023-02-26 12:00:00;47;80.1;56.7;61.7
2023-02-26 13:00:00;54;80.4;55.0;60.9
2023-02-26 14:00:00;59;80.6;54.7;60.8
2023-02-26 15:00:00;61;80.7;55.9;62.4
2023-02-26 16:00:00;69;80.8;57.9;65.0
2023-02-26 17:00:00;67;80.8;60.1;67.0
2023-02-26 18:00:00;72;80.9;60.9;68.1
2023-02-26 19:00:00;69;80.7;62.2;69.1
2023-02-26 20:00:00;67;81.0;62.3;69.0
2023-02-26 21:00:00;67;81.0;62.2;69.0
2023-02-26 22:00:00;66;81.1;62.3;69.0
2023-02-26 23:00:00;44;80.9;59.2;63.6
2023-02-27 00:00:00;62;81.1;57.6;63.7
2023-02-27 01:00:00;47;81.0;56.0;61.0
2023-02-27 02:00:00;55;80.9;55.4;61.3
2023-02-27 03:00:00;54;81.0;56.2;61.9
2023-02-27 04:00:00;54;81.0;56.2;61.9
2023-02-27 05:00:00;55;81.0;56.1;62.0
2023-02-27 06:00:00;54;81.0;56.1;61.9
2023-02-27 07:00:00;84;81.2;60.1;68.1
2023-02-27 08:00:00;72;81.2;63.8;70.8
2023-02-27 09:00:00;71;81.5;63.9;71.0
2023-02-27 10:00:00;61;81.6;62.8;69.0
2023-02-27 11:00:00;51;81.3;60.0;65.4
2023-02-27 12:00:00;36;81.2;56.5;60.5
2023-02-27 13:00:00;47;81.3;53.7;58.8
2023-02-27 14:00:00;45;81.0;53.1;58.1
2023-02-27 15:00:00;39;81.0;53.1;57.5
2023-02-27 16:00:00;47;81.0;52.2;57.3
2023-02-27 17:00:00;54;81.0;53.9;59.6
2023-02-27 18:00:00;61;81.0;58.1;64.5
2023-02-27 19:00:00;63;81.1;60.2;66.9
2023-02-27 20:00:00;60;80.9;60.9;67.2
2023-02-27 21:00:00;64;81.3;61.5;68.0
2023-02-27 22:00:00;64;81.1;61.9;68.5
2023-02-27 23:00:00;45;80.4;62.7;67.0
2023-02-28 00:00:00;49;81.0;55.5;60.7
2023-02-28 01:00:00;52;81.0;55.1;60.8
2023-02-28 02:00:00;51;81.0;55.2;60.8
2023-02-28 03:00:00;54;81.0;55.5;61.2
2023-02-28 04:00:00;54;81.1;56.1;61.8
2023-02-28 05:00:00;54;81.0;56.3;61.8
2023-02-28 06:00:00;55;81.0;56.1;61.9
2023-02-28 07:00:00;80;81.3;59.3;67.2
2023-02-28 08:00:00;67;81.4;63.1;70.0
2023-02-28 09:00:00;65;81.5;63.0;69.5
2023-02-28 10:00:00;65;81.7;61.8;68.4
2023-02-28 11:00:00;44;81.3;59.0;63.8
2023-02-28 12:00:00;52;81.4;54.4;60.0
2023-02-28 13:00:00;57;81.4;54.9;61.1
2023-02-28 14:00:00;47;81.1;55.1;60.3
2023-02-28 15:00:00;50;81.1;54.7;60.1
2023-02-28 16:00:00;57;81.0;55.3;61.5
2023-02-28 17:00:00;50;80.9;55.8;61.2
2023-02-28 18:00:00;59;81.1;56.9;63.1
2023-02-28 19:00:00;65;80.8;58.5;65.2
2023-02-28 20:00:00;61;80.9;61.0;67.3
2023-02-28 21:00:00;66;81.0;61.2;68.0
2023-02-28 22:00:00;66;80.9;63.4;69.8
2023-02-28 23:00:00;41;79.6;58.7;62.8
2023-03-01 00:00:00;53;81.0;54.7;60.4
2023-03-01 01:00:00;52;81.0;54.6;60.3
2023-03-01 02:00:00;53;81.0;54.9;60.6
2023-03-01 03:00:00;52;81.0;55.2;60.8
2023-03-01 04:00:00;51;81.0;55.4;60.7
2023-03-01 05:00:00;52;81.0;55.1;60.8
2023-03-01 06:00:00;53;81.0;55.0;60.7
2023-03-01 07:00:00;77;81.0;58.8;66.2
2023-03-01 08:00:00;68;81.1;62.0;69.0
2023-03-01 09:00:00;66;81.4;61.6;68.5
2023-03-01 10:00:00;69;81.2;60.5;67.7
2023-03-01 11:00:00;62;81.2;60.3;66.8
2023-03-01 12:00:00;54;81.1;59.2;64.8
2023-03-01 13:00:00;55;81.0;57.4;63.2
2023-03-01 14:00:00;57;81.0;56.6;62.7
2023-03-01 15:00:00;59;81.1;57.1;63.3
2023-03-01 16:00:00;56;80.9;58.1;64.1
2023-03-01 17:00:00;56;80.9;57.7;63.7
2023-03-01 18:00:00;59;80.9;58.2;64.4
2023-03-01 19:00:00;67;81.0;60.7;67.4
2023-03-01 20:00:00;56;80.9;59.9;65.9
2023-03-01 21:00:00;64;80.8;60.1;66.7
2023-03-01 22:00:00;60;81.0;61.0;67.2
2023-03-01 23:00:00;38;79.2;57.9;61.8
2023-03-02 00:00:00;48;80.8;53.7;59.1
2023-03-02 01:00:00;49;80.9;54.0;59.2
2023-03-02 02:00:00;48;80.9;54.6;59.7
2023-03-02 03:00:00;48;80.9;53.7;59.0
2023-03-02 04:00:00;49;80.8;53.7;59.1
2023-03-02 05:00:00;48;80.9;53.9;59.0
2023-03-02 06:00:00;50;81.0;53.7;59.0
2023-03-02 07:00:00;75;81.0;56.7;64.3
2023-03-02 08:00:00;64;80.8;60.5;67.1
2023-03-02 09:00:00;59;81.1;60.2;66.3
2023-03-02 10:00:00;61;81.0;58.8;65.3
2023-03-02 11:00:00;55;81.0;58.8;64.7
2023-03-02 12:00:00;51;81.1;57.8;63.3
2023-03-02 13:00:00;41;80.9;54.8;59.3
2023-03-02 14:00:00;45;80.6;52.2;57.2
2023-03-02 15:00:00;43;80.4;53.2;57.8
2023-03-02 16:00:00;38;80.2;52.0;56.3
2023-03-02 17:00:00;52;80.2;55.2;60.4
2023-03-02 18:00:00;51;80.5;55.3;60.8
2023-03-02 19:00:00;57;80.2;56.4;62.4
2023-03-02 20:00:00;59;80.3;57.1;63.5
2023-03-02 21:00:00;55;80.2;58.9;64.8
2023-03-02 22:00:00;58;80.5;59.1;65.0
2023-03-02 23:00:00;37;77.7;57.0;61.1
2023-03-03 00:00:00;49;80.5;53.8;59.0
2023-03-03 01:00:00;49;80.6;54.0;59.2
2023-03-03 02:00:00;51;80.8;54.7;60.1
2023-03-03 03:00:00;52;80.9;55.3;60.8
2023-03-03 04:00:00;53;81.0;55.3;61.1
2023-03-03 05:00:00;56;81.0;55.9;61.9
2023-03-03 06:00:00;54;80.9;56.1;61.9
2023-03-03 07:00:00;80;81.0;59.4;67.3
2023-03-03 08:00:00;67;81.0;64.2;70.8
2023-03-03 09:00:00;65;81.3;62.4;69.0
2023-03-03 10:00:00;57;81.3;60.3;66.2
2023-03-03 11:00:00;45;81.1;56.9;61.7
2023-03-03 12:00:00;58;81.0;53.6;59.9
2023-03-03 13:00:00;59;81.2;55.9;62.2
2023-03-03 14:00:00;57;81.0;56.3;62.4
2023-03-03 15:00:00;64;81.2;59.1;65.6
2023-03-03 16:00:00;57;81.0;56.7;62.7
2023-03-03 17:00:00;56;80.8;56.7;62.7
2023-03-03 18:00:00;60;80.8;56.3;62.7
2023-03-03 19:00:00;58;80.9;56.6;62.7
2023-03-03 20:00:00;59;80.7;56.4;62.8
2023-03-03 21:00:00;59;80.7;56.9;63.0
2023-03-03 22:00:00;65;80.8;57.2;64.1
2023-03-03 23:00:00;37;78.4;56.5;60.3
2023-03-04 00:00:00;50;80.7;52.6;58.1
2023-03-04 01:00:00;50;80.6;52.6;58.0
2023-03-04 02:00:00;52;80.7;53.0;58.7
2023-03-04 03:00:00;52;81.0;53.5;59.0
2023-03-04 04:00:00;53;80.9;53.4;59.2
2023-03-04 05:00:00;56;81.0;54.0;60.1
2023-03-04 06:00:00;56;81.0;54.7;60.7
2023-03-04 07:00:00;84;81.0;57.9;66.1
2023-03-04 08:00:00;74;81.2;62.7;69.9
2023-03-04 09:00:00;66;81.4;61.6;68.4
2023-03-04 10:00:00;59;81.0;58.8;65.2
2023-03-04 11:00:00;49;81.3;56.3;61.6
2023-03-04 12:00:00;35;81.0;52.7;56.6
2023-03-04 13:00:00;50;81.0;54.0;59.0
2023-03-04 14:00:00;34;79.7;53.3;56.1
2023-03-04 15:00:00;37;80.6;49.7;53.9
2023-03-04 16:00:00;39;80.3;49.2;53.5
2023-03-04 17:00:00;45;80.1;48.9;53.8
2023-03-04 18:00:00;46;80.2;50.3;55.3
2023-03-04 19:00:00;46;80.0;52.3;57.4
2023-03-04 20:00:00;44;80.0;53.6;58.4
2023-03-04 21:00:00;47;80.0;54.2;59.4
2023-03-04 22:00:00;49;80.1;55.4;60.5
2023-03-04 23:00:00;25;73.3;54.6;58.0
2023-03-05 00:00:00;37;80.0;50.9;55.0
2023-03-05 01:00:00;39;80.0;51.2;55.5
2023-03-05 02:00:00;43;80.0;51.8;56.5
2023-03-05 03:00:00;44;80.1;52.9;57.8
2023-03-05 04:00:00;48;80.4;53.5;58.7
2023-03-05 05:00:00;51;80.3;54.4;59.9
2023-03-05 06:00:00;51;80.5;55.3;60.7
2023-03-05 07:00:00;79;80.9;58.7;66.4
2023-03-05 08:00:00;67;80.7;63.3;69.9
2023-03-05 09:00:00;61;80.9;62.3;68.4
2023-03-05 10:00:00;59;81.0;60.5;66.7
2023-03-05 11:00:00;59;81.0;58.6;64.9
2023-03-05 12:00:00;38;80.9;58.7;62.5
2023-03-05 13:00:00;40;80.4;53.6;58.0
2023-03-05 14:00:00;45;80.4;52.3;57.2
2023-03-05 15:00:00;44;80.4;51.7;56.6
2023-03-05 16:00:00;37;80.0;52.3;56.3
2023-03-05 17:00:00;41;80.0;51.2;55.4
2023-03-05 18:00:00;54;80.1;52.7;58.6
2023-03-05 19:00:00;53;80.0;54.9;60.4
2023-03-05 20:00:00;58;80.1;56.7;62.8
2023-03-05 21:00:00;60;80.2;58.1;64.3
2023-03-05 22:00:00;58;80.5;58.8;64.8
2023-03-05 23:00:00;37;78.6;57.1;61.0
2023-03-06 00:00:00;47;80.5;53.6;58.6
2023-03-06 01:00:00;49;80.3;54.2;59.4
2023-03-06 02:00:00;50;80.5;54.6;59.9
2023-03-06 03:00:00;52;80.7;55.3;60.8
2023-03-06 04:00:00;50;80.9;55.4;60.7
2023-03-06 05:00:00;53;80.9;55.3;60.9
2023-03-06 06:00:00;53;81.0;56.3;61.9
2023-03-06 07:00:00;78;81.1;59.3;66.8
2023-03-06 08:00:00;65;81.0;62.7;69.3
2023-03-06 09:00:00;60;81.0;61.6;67.5
2023-03-06 10:00:00;60;81.1;61.6;67.5
2023-03-06 11:00:00;43;80.9;57.5;62.3
2023-03-06 12:00:00;35;80.7;53.2;57.1
2023-03-06 13:00:00;38;81.0;52.4;56.6
2023-03-06 14:00:00;43;80.7;51.0;55.7
2023-03-06 15:00:00;43;80.7;50.4;55.2
2023-03-06 16:00:00;38;80.0;50.6;54.9
2023-03-06 17:00:00;42;80.5;50.2;54.9
2023-03-06 18:00:00;49;80.1;52.0;57.3
2023-03-06 19:00:00;50;80.2;53.5;58.9
2023-03-06 20:00:00;54;80.2;54.8;60.6
2023-03-06 21:00:00;59;80.3;56.1;62.3
2023-03-06 22:00:00;59;80.2;58.1;64.2
2023-03-06 23:00:00;39;78.0;56.5;60.7
2023-03-07 00:00:00;50;80.4;53.5;58.8
2023-03-07 01:00:00;49;80.4;53.7;59.0
2023-03-07 02:00:00;48;80.4;54.2;59.5
2023-03-07 03:00:00;54;80.8;54.5;60.2
2023-03-07 04:00:00;52;80.9;55.1;60.7
2023-03-07 05:00:00;54;81.0;55.2;61.0
2023-03-07 06:00:00;54;81.0;56.2;61.9
2023-03-07 07:00:00;81;81.0;59.2;67.1
2023-03-07 08:00:00;70;81.3;64.3;70.9
2023-03-07 09:00:00;57;81.1;62.9;68.6
2023-03-07 10:00:00;53;81.2;59.7;65.4
2023-03-07 11:00:00;47;81.3;57.3;62.4
2023-03-07 12:00:00;27;80.9;53.7;56.7
2023-03-07 13:00:00;43;81.0;51.1;55.7
2023-03-07 14:00:00;42;81.0;51.4;56.1
2023-03-07 15:00:00;37;80.7;51.1;55.2
2023-03-07 16:00:00;44;80.8;51.0;55.9
2023-03-07 17:00:00;43;80.5;52.7;57.3
2023-03-07 18:00:00;59;80.6;55.5;61.9
2023-03-07 19:00:00;53;80.4;58.1;63.8
2023-03-07 20:00:00;53;80.4;58.1;63.8
2023-03-07 21:00:00;52;80.2;57.3;62.8
2023-03-07 22:00:00;53;80.3;57.2;62.8
2023-03-07 23:00:00;29;77.3;54.6;57.8
2023-03-08 00:00:00;40;80.0;50.5;54.9
2023-03-08 01:00:00;39;80.0;50.5;54.9
2023-03-08 02:00:00;39;80.0;50.5;54.8
2023-03-08 03:00:00;42;80.0;50.7;55.2
2023-03-08 04:00:00;52;80.0;57.0;61.4
2023-03-08 05:00:00;45;80.0;53.2;58.0
2023-03-08 06:00:00;43;80.3;51.8;56.5
2023-03-08 07:00:00;70;80.5;54.8;61.9
2023-03-08 08:00:00;55;80.5;58.1;63.9
2023-03-08 09:00:00;51;80.5;57.7;63.2
2023-03-08 10:00:00;52;80.5;56.8;62.4
2023-03-08 11:00:00;47;80.5;55.8;61.0
2023-03-08 12:00:00;46;80.5;55.3;60.2
2023-03-08 13:00:00;43;80.2;54.5;59.2
2023-03-08 14:00:00;44;80.0;53.2;58.0
2023-03-08 15:00:00;43;80.1;53.3;58.1
2023-03-08 16:00:00;46;80.0;53.5;58.6
2023-03-08 17:00:00;48;80.0;54.8;60.0
2023-03-08 18:00:00;46;80.0;55.0;60.1
2023-03-08 19:00:00;46;80.0;54.8;59.7
2023-03-08 20:00:00;43;80.0;54.4;59.0
2023-03-08 21:00:00;45;79.9;54.1;59.0
2023-03-08 22:00:00;44;79.9;53.7;58.6
2023-03-08 23:00:00;22;74.8;51.8;54.2
2023-03-09 00:00:00;31;79.1;47.4;50.9
2023-03-09 01:00:00;30;77.6;56.0;57.1
2023-03-09 02:00:00;14;78.3;48.2;49.9
2023-03-09 03:00:00;23;79.0;47.2;49.9
2023-03-09 04:00:00;16;78.6;48.0;49.9
2023-03-09 05:00:00;20;78.6;47.6;49.8
2023-03-09 06:00:00;20;78.8;47.6;49.9
2023-03-09 07:00:00;53;79.2;46.2;51.8
2023-03-09 08:00:00;40;79.2;49.2;53.6
2023-03-09 09:00:00;38;79.0;49.3;53.5
2023-03-09 10:00:00;33;79.0;49.7;53.4
2023-03-09 11:00:00;34;79.0;49.1;52.9
2023-03-09 12:00:00;6;67.5;47.6;50.5
2023-03-09 13:00:00;0;55.8;40.5;49.6
2023-03-09 14:00:00;0;53.2;35.5;47.1
2023-03-09 15:00:00;0;51.2;32.2;45.0
2023-03-09 16:00:00;0;49.5;29.9;43.4
2023-03-09 17:00:00;35;74.6;44.2;49.4
2023-03-09 18:00:00;27;77.9;47.2;50.3
2023-03-09 19:00:00;39;77.8;46.8;51.1
2023-03-09 20:00:00;36;77.8;47.4;51.5
2023-03-09 21:00:00;38;77.9;49.1;53.2
2023-03-09 22:00:00;39;77.8;50.5;54.7
2023-03-09 23:00:00;17;73.5;50.0;52.0
2023-03-10 00:00:00;29;76.9;48.7;51.5
2023-03-10 01:00:00;24;74.0;57.8;57.2
2023-03-10 02:00:00;28;77.6;46.6;49.9
2023-03-10 03:00:00;30;77.5;46.4;49.8
2023-03-10 04:00:00;32;78.0;46.6;50.2
2023-03-10 05:00:00;27;77.9;47.5;50.5
2023-03-10 06:00:00;29;78.0;46.4;49.8
2023-03-10 07:00:00;56;78.4;48.6;54.6
2023-03-10 08:00:00;44;78.7;52.5;57.2
2023-03-10 09:00:00;38;78.3;52.3;56.5
2023-03-10 10:00:00;44;78.7;53.0;57.6
2023-03-10 11:00:00;43;78.9;53.8;58.4
2023-03-10 12:00:00;39;78.6;52.4;56.7
2023-03-10 13:00:00;36;78.5;52.1;56.1
2023-03-10 14:00:00;38;78.7;51.3;55.4
2023-03-10 15:00:00;39;78.4;51.4;55.6
2023-03-10 16:00:00;37;78.6;51.4;55.5
2023-03-10 17:00:00;38;78.4;51.0;55.3
2023-03-10 18:00:00;38;78.4;51.0;55.3
2023-03-10 19:00:00;43;78.5;52.8;57.4
2023-03-10 20:00:00;44;78.6;53.4;58.2
2023-03-10 21:00:00;47;78.6;54.6;59.6
2023-03-10 22:00:00;47;78.8;55.4;60.3
2023-03-10 23:00:00;24;73.6;52.9;55.8
2023-03-11 00:00:00;50;78.3;55.5;59.7
2023-03-11 01:00:00;33;77.3;50.9;53.6
2023-03-11 02:00:00;38;78.7;50.7;54.9
2023-03-11 03:00:00;39;79.0;50.6;54.8
2023-03-11 04:00:00;41;79.0;50.8;55.3
2023-03-11 05:00:00;41;79.0;51.0;55.5
2023-03-11 06:00:00;44;79.1;51.7;56.4
2023-03-11 07:00:00;66;79.4;54.6;61.3
2023-03-11 08:00:00;56;79.6;58.3;64.1
2023-03-11 09:00:00;55;79.6;58.4;64.1
2023-03-11 10:00:00;54;79.8;58.1;63.8
2023-03-11 11:00:00;49;79.8;57.7;62.8
2023-03-11 12:00:00;53;80.0;56.6;62.3
2023-03-11 13:00:00;53;80.0;57.1;62.7
2023-03-11 14:00:00;49;79.9;57.1;62.2
2023-03-11 15:00:00;53;79.8;56.6;62.2
2023-03-11 16:00:00;51;79.8;57.3;62.7
2023-03-11 17:00:00;51;79.8;57.3;62.7
2023-03-11 18:00:00;51;79.9;57.3;62.7
2023-03-11 19:00:00;52;79.9;57.3;62.7
2023-03-11 20:00:00;50;79.8;57.3;62.6
2023-03-11 21:00:00;53;79.7;56.7;62.3
2023-03-11 22:00:00;56;79.9;57.1;62.8
2023-03-11 23:00:00;27;77.4;57.6;60.0
2023-03-12 00:00:00;38;79.2;50.5;54.7
2023-03-12 01:00:00;38;79.4;49.7;53.9
2023-03-12 02:00:00;37;79.2;49.3;53.6
2023-03-12 03:00:00;37;79.6;49.4;53.6
2023-03-12 04:00:00;38;79.3;49.5;53.6
2023-03-12 05:00:00;39;79.3;50.2;54.5
2023-03-12 06:00:00;35;79.4;49.4;53.3
2023-03-12 07:00:00;62;79.8;51.5;58.0
2023-03-12 08:00:00;50;79.9;55.3;60.8
2023-03-12 09:00:00;48;79.9;55.3;60.5
2023-03-12 10:00:00;46;80.0;54.3;59.3
2023-03-12 11:00:00;43;79.9;53.7;58.4
2023-03-12 12:00:00;17;76.5;51.5;53.4
2023-03-12 13:00:00;0;53.3;42.9;48.4
2023-03-12 14:00:00;31;58.4;37.9;47.0
2023-03-12 15:00:00;5;61.5;45.5;49.2
2023-03-12 16:00:00;0;50.9;37.6;46.0
2023-03-12 17:00:00;0;47.8;33.2;42.7
2023-03-12 18:00:00;0;45.3;30.2;40.1
2023-03-12 19:00:00;69;69.0;39.6;49.2
2023-03-12 20:00:00;46;78.7;50.0;55.2
2023-03-12 21:00:00;54;78.6;56.0;61.0
2023-03-12 22:00:00;49;78.7;52.9;58.1
2023-03-12 23:00:00;22;74.6;51.5;53.7
2023-03-13 00:00:00;33;78.6;47.8;51.4
2023-03-13 01:00:00;29;78.8;47.4;50.6
2023-03-13 02:00:00;32;78.6;46.7;50.4
2023-03-13 03:00:00;29;78.6;46.5;49.8
2023-03-13 04:00:00;30;78.7;46.5;49.8
2023-03-13 05:00:00;28;78.7;46.7;49.8
2023-03-13 06:00:00;27;78.8;46.9;49.9
2023-03-13 07:00:00;56;79.0;48.2;54.2
2023-03-13 08:00:00;42;79.0;51.7;56.3
2023-03-13 09:00:00;37;79.1;51.0;55.1
2023-03-13 10:00:00;29;79.0;49.7;53.0
2023-03-13 11:00:00;26;79.0;47.2;50.1
2023-03-13 12:00:00;15;78.2;48.2;49.9
2023-03-13 13:00:00;13;72.1;47.5;50.1
2023-03-13 14:00:00;0;54.8;42.0;49.7
2023-03-13 15:00:00;0;51.6;37.1;46.3
2023-03-13 16:00:00;0;49.0;33.5;43.5
2023-03-13 17:00:00;0;47.1;30.7;41.3
2023-03-13 18:00:00;0;45.4;28.3;39.6
2023-03-13 19:00:00;0;44.0;26.4;38.1
2023-03-13 20:00:00;42;60.8;34.4;44.2
2023-03-13 21:00:00;19;75.4;58.2;57.7
2023-03-13 22:00:00;22;76.9;47.2;49.8
2023-03-13 23:00:00;26;75.7;48.0;50.8
2023-03-14 00:00:00;30;77.2;46.5;50.0
2023-03-14 01:00:00;30;77.2;46.4;49.8
2023-03-14 02:00:00;32;77.3;46.3;50.0
2023-03-14 03:00:00;30;77.1;47.4;50.8
2023-03-14 04:00:00;34;77.4;46.9;50.8
2023-03-14 05:00:00;31;77.8;47.7;51.4
2023-03-14 06:00:00;33;77.7;47.9;51.6
2023-03-14 07:00:00;60;78.2;50.8;56.9
2023-03-14 08:00:00;46;78.2;54.5;59.5
2023-03-14 09:00:00;46;78.2;54.0;58.9
2023-03-14 10:00:00;47;78.4;54.8;60.0
2023-03-14 11:00:00;46;78.7;54.2;59.0
2023-03-14 12:00:00;46;78.6;54.1;59.0
2023-03-14 13:00:00;42;78.6;53.9;58.4
2023-03-14 14:00:00;53;78.9;54.8;60.5
2023-03-14 15:00:00;31;78.6;53.8;57.2
2023-03-14 16:00:00;48;79.0;51.1;56.3
2023-03-14 17:00:00;47;78.9;54.5;59.6
2023-03-14 18:00:00;45;79.0;55.1;59.9
2023-03-14 19:00:00;47;79.0;54.8;59.8
2023-03-14 20:00:00;46;78.9;55.1;59.9
2023-03-14 21:00:00;51;79.0;58.6;63.7
2023-03-14 22:00:00;48;79.0;55.5;60.8
2023-03-14 23:00:00;27;75.7;53.2;55.9
2023-03-15 00:00:00;36;79.0;49.7;53.6
2023-03-15 01:00:00;38;79.0;49.1;53.4
2023-03-15 02:00:00;37;79.0;49.6;53.5
2023-03-15 03:00:00;35;79.0;49.7;53.6
2023-03-15 04:00:00;42;79.0;49.9;54.4
2023-03-15 05:00:00;42;79.0;50.8;55.4
2023-03-15 06:00:00;47;79.4;51.8;56.9
2023-03-15 07:00:00;73;79.6;56.1;63.5
2023-03-15 08:00:00;61;79.9;60.9;67.1
2023-03-15 09:00:00;51;79.8;59.7;65.2
2023-03-15 10:00:00;49;80.0;57.4;62.6
2023-03-15 11:00:00;43;80.0;55.9;60.5
2023-03-15 12:00:00;28;79.6;52.9;56.0
2023-03-15 13:00:00;35;79.8;50.6;54.6
2023-03-15 14:00:00;38;79.7;49.6;53.7
2023-03-15 15:00:00;31;79.4;50.2;53.7
2023-03-15 16:00:00;31;79.3;49.5;53.1
2023-03-15 17:00:00;40;79.1;52.0;55.9
2023-03-15 18:00:00;38;78.9;54.0;57.4
2023-03-15 19:00:00;44;79.3;51.4;56.3
2023-03-15 20:00:00;46;79.4;54.2;59.0
2023-03-15 21:00:00;50;79.3;55.0;60.3
2023-03-15 22:00:00;51;79.7;56.2;61.6
2023-03-15 23:00:00;29;75.6;54.6;57.9
